,Name,Park,City,State,Country,Status,Status Date,Material,Seating,Thrill,Make,Model,Length,Height,Drop,Speed,Inversions,VerticalAngle,Duration,G-Force
14,Pandemonium,Six Flags St. Louis,Eureka,Missouri,United States,Operating,2007-04-21,Steel,Sit Down,Thrill,Gerstlauer Amusement Rides GmbH,Spinning Coaster,1351,48,27,31,0,,,
15,Pandemonium,Six Flags Over Texas,Arlington,Texas,United States,Operating,2008-05-17,Steel,Sit Down,Thrill,Gerstlauer Amusement Rides GmbH,Spinning Coaster,1351,53,27,31,0,,1:51,
16,Pantheon,Busch Gardens Williamsburg,Williamsburg,Virginia,United States,Under Construction,2022-03,Steel,Sit Down,Extreme,Intamin Amusement Rides,LSM Launch Coaster,3328,178,,73,2,95,,
17,Patriot,California's Great America,Santa Clara,California,United States,Operating,1991-03-09,Steel,Sit Down,Extreme,Bolliger & Mabillard,Stand-Up Coaster,1920,91,,45,2,,2:14,
18,Patriot,Castles n' Coasters,Phoenix,Arizona,United States,Operating,1992,Steel,Sit Down,Family,Hopkins,,,,,,0,,,
19,Patriot,Worlds of Fun,Kansas City,Missouri,United States,Operating,2006-04-08,Steel,Inverted,Extreme,Bolliger & Mabillard,Inverted Coaster,3081,149,123,60,4,,2:18,
20,Pearly Whirly Coaster,Craig's Cruisers Family Fun Center,Mears,Michigan,United States,Operating,2020-06,Steel,Sit Down,Family,SBF Visa Group,Big Air Coaster,,,,,0,,,
21,Pegasus,Mt. Olympus Water & Theme Park,Wisconsin Dells,Wisconsin,United States,Operating,1996,Wood,Sit Down,Family,"Custom Coasters International, Inc.",,,60,45,,0,,,
22,Pepsi Orange Streak,Nickelodeon Universe,Bloomington,Minnesota,United States,Operating,1992-08-11,Steel,Sit Down,Family,Zierer,Tivoli,2680,60,40,30,0,,2:30,
23,Phantom's Revenge,Kennywood,West Mifflin,Pennsylvania,United States,Operating,1991,Steel,Sit Down,Extreme,Arrow Dynamics,Hyper Coaster,3200,160,228,85,0,,1:57,
0,Phobia Phear Coaster,Lake Compounce,Bristol,Connecticut,United States,Operating,2016-05-07,Steel,Sit Down,Extreme,Premier Rides,Sky Rocket,863,150,,62,1,,,
1,Phoenix,Knoebels Amusement Resort,Elysburg,Pennsylvania,United States,Operating,1985-06-15,Wood,Sit Down,Thrill,"Philadelphia Toboggan Coasters, Inc.",,3200,78,72,45,0,,2:00,
2,Phoenix,Adventureland,Altoona,Iowa,United States,Operating,2019-07-04,Steel,Sit Down,Thrill,Maurer Rides GmbH,Spinning Coaster,1410.8,50.9,,37.3,0,,,
3,Phoenix,Deno's Wonder Wheel Amusement Park,Brooklyn,New York,United States,Operating,2021-07-02,Steel,Sit Down,Family,Vekoma,Suspended Family Coaster,1220.5,68,,34,0,,,
4,Pirates Gold Rush,Playland's Castaway Cove,Ocean City,New Jersey,United States,Operating,2013-07-29,Steel,Sit Down,Family,E&F Miler Industries,Family Coaster,,,,,0,,,
5,Pirates Hideaway,Casino Pier,Seaside Heights,New Jersey,United States,Operating,2007-05-29,Steel,Sit Down,Thrill,Wisdom Rides,,,,,,0,,,
6,Polar Coaster,Story Land,Glen,New Hampshire,United States,Operating,1987,Steel,Sit Down,Family,Hopkins,,,,,,0,,,
7,Poltergeist,Six Flags Fiesta Texas,San Antonio,Texas,United States,Operating,1999-05-28,Steel,Sit Down,Extreme,Premier Rides,LIM Coaster,2705,78.8,,60,4,,1:15,4.5
8,Pony Express,Knott's Berry Farm,Buena Park,California,United States,Operating,2008-05-22,Steel,Sit Down,Thrill,Zamperla,Moto Coaster,1250,44.3,,38,0,,,
9,Poogee Penguin's Spin Out,Santa's Village,Jefferson,New Hampshire,United States,Operating,2016-05-29,Steel,Sit Down,Family,SBF Visa Group,Spinning Coasters,,,,,0,,,
10,Possessed,Dorney Park & Wildwater Kingdom,Allentown,Pennsylvania,United States,Operating,2008-05,Steel,Inverted,Extreme,Intamin Amusement Rides,Impulse Coaster,704,180,,70,0,90,,
11,Powder Keg: A Blast in the Wilderness,Silver Dollar City,Branson,Missouri,United States,Operating,1999,Steel,Sit Down,Extreme,,,3506,98,110,64,0,,2:53,3.9
12,Power Coaster,Rowdy Bear Ridge Adventure Park,Pigeon Forge,Tennessee,United States,Operating,2021-03-13,Steel,Sit Down,,Wiegand,CoasterKart,2200,,,,0,,,
13,Prairie Screamer,Traders Village,Grand Prairie,Texas,United States,Under Construction,2022,Steel,Sit Down,Thrill,E&F Miler Industries,Hi-Miler,2600,90,80,50,0,,1:56,
14,Predator,Six Flags Darien Lake,Darien Center,New York,United States,Operating,1990-05,Wood,Sit Down,Extreme,Dinn Corporation,,3400,95,,50,0,,1:50,
15,Primordial,Lagoon,Farmington,Utah,United States,Under Construction,2023,Steel,Sit Down,,,,,,,,,,,
16,Prowler,Worlds of Fun,Kansas City,Missouri,United States,Operating,2009-05-02,Wood,Sit Down,Extreme,Great Coasters International,Wooden Coasters,3074,102.3,84.9,51.2,0,,2:30,
17,Psycho Mouse,California's Great America,Santa Clara,California,United States,Operating,2001-03-24,Steel,Sit Down,Thrill,Arrow Dynamics,Mad Mouse,1257,,,,0,,,
18,Pteranodon Flyers,Universal Studios Islands of Adventure,Orlando,Florida,United States,Operating,1999-05-28,Steel,Suspended,Family,,,,,,,0,,,
19,Puff the Little Fire Dragon,Lagoon,Farmington,Utah,United States,Operating,1985-05,Steel,Sit Down,Kiddie,Zierer,Tivoli,197.5,10.8,,16.2,0,,,
20,Python,Spring Park,Tuscumbia,Alabama,United States,Operating,2005,Steel,Sit Down,Family,E&F Miler Industries,Family Coaster,,,,,0,,,
21,Python Pit,Go-Karts Plus,Williamsburg,Virginia,United States,Operating,2007-04-28,Steel,Sit Down,Family,E&F Miler Industries,Family Coaster,,,,,0,,,
22,Python Pit,PowerPlay Family Entertainment Center,Kansas City,Missouri,United States,Operating,2014,Steel,Sit Down,Family,E&F Miler Industries,Family Coaster,,,,,0,,,
23,Python Pit,Fast Lane Entertainment,Lowell,Arkansas,United States,Operating,2016,Steel,Sit Down,Family,E&F Miler Industries,Family Coaster,,,,15.7,0,,,
0,Quicksilver Express,Gilroy Gardens Family Theme Park,Gilroy,California,United States,Operating,2001-06-15,Steel,Sit Down,Thrill,"D.H. Morgan Manufacturing, Inc.",,2139,38,,32,0,,,
1,Racer,Kings Island,Mason,Ohio,United States,Operating,1972-04-29,Wood,Sit Down,Extreme,"Philadelphia Toboggan Coasters, Inc.",,3415,88,,53,0,45,2:00,
2,Racer,Kennywood,West Mifflin,Pennsylvania,United States,Operating,1927,Wood,Sit Down,Thrill,,,4500,72.5,50,40,0,,1:32,
3,Racer 75,Kings Dominion,Doswell,Virginia,United States,Operating,1975-05-03,Wood,Sit Down,Extreme,"Philadelphia Toboggan Coasters, Inc.",,3368.5,85,,56,0,50,2:15,
4,Ragin' Cajun,Blue Bayou Dixie Landin',Baton Rouge,Louisiana,United States,Operating,2001-07-11,Steel,Sit Down,Extreme,Vekoma,Other,935,116.5,,47,3,,1:48,5.2
5,Ragin' Cajun,Six Flags America,Upper Marlboro,Maryland,United States,Operating,2014-06-21,Steel,Sit Down,Thrill,Reverchon,Spinning Coaster,1377.9,42.7,,29.1,0,,1:30,2.5
6,Raging Bull,Six Flags Great America,Gurnee,Illinois,United States,Operating,1999-05-01,Steel,Sit Down,Extreme,Bolliger & Mabillard,Hyper Coaster,5057,202,208,73,0,65,2:30,
7,RailBlazer,California's Great America,Santa Clara,California,United States,Operating,2018-06-14,Steel,Sit Down,Extreme,Rocky Mountain Construction,Raptor Track,1800,106,,52,3,90,,
8,Rail Runner,Anakeesta,Gatlinburg,Tennessee,United States,Operating,2018-10-01,Steel,Sit Down,Thrill,Brandauer,,2099.8,,,,0,,,
9,Rampage,Alabama Adventure & Splash Adventure,Bessemer,Alabama,United States,Operating,1998-05-23,Wood,Sit Down,Extreme,"Custom Coasters International, Inc.",,3500,120,102,56,0,,,
10,Range,YesterLand Farm,Canton,Texas,United States,Operating,2013-09-21,Steel,Sit Down,Kiddie,Allan Herschell Company,Kiddie Coaster,,,,,0,,,
11,Raptor,Cedar Point,Sandusky,Ohio,United States,Operating,1994-05-07,Steel,Inverted,Extreme,Bolliger & Mabillard,Inverted Coaster,3790,137,119,57,6,45,2:16,
12,Rattler,Alley Cats,Hurst,Texas,United States,Operating,2017-11,Steel,Sit Down,Family,SBF Visa Group,MX608/E Higher Model,,,,,0,,,
13,Rattlesnake Coaster,Adventureland,Farmingdale,New York,United States,Operating,2000,Steel,Sit Down,Family,Zierer,Tivoli,652.9,19.7,,19.9,0,,,
14,Raven,Holiday World,Santa Claus,Indiana,United States,Operating,1995-05-06,Wood,Sit Down,Extreme,"Custom Coasters International, Inc.",,2800,80,85,48,0,,1:30,
15,Ravine Flyer 3,Waldameer,Erie,Pennsylvania,United States,Operating,2000,Steel,Sit Down,Family,E&F Miler Industries,Family Coaster,,,,,0,,,
16,Ravine Flyer II,Waldameer,Erie,Pennsylvania,United States,Operating,2008-05-17,Wood,Sit Down,Extreme,,,2900,80,118,57,0,60,1:30,
17,Renegade,Valleyfair!,Shakopee,Minnesota,United States,Operating,2007-05-12,Wood,Sit Down,Extreme,Great Coasters International,Wooden Coasters,3113,97.5,91.4,51.3,0,,2:00,
18,Revenge of the Mummy,Universal Studios Florida,Orlando,Florida,United States,Operating,2004-05-21,Steel,Sit Down,Extreme,Premier Rides,,2200,44.4,,40,0,50,2:57,
19,Revenge of the Mummy the Ride,Universal Studios Hollywood,Universal City,California,United States,Operating,2004-06-25,Steel,Sit Down,Extreme,Premier Rides,,1906,44.4,,40,0,50,2:00,
20,Rewind Racers,Adventure City,Anaheim,California,United States,Operating,2015-06-06,Steel,Sit Down,Family,Gerstlauer Amusement Rides GmbH,Shuttle Family Coaster,593.8,39.3,,31.1,0,,,
21,Ricochet,Carowinds,Charlotte,North Carolina,United States,Operating,2002,Steel,Sit Down,Thrill,Mack Rides GmbH & Co KG,Wilde Maus,1213.9,45.9,,28,0,,1:50,
22,Riddler Mindbender,Six Flags Over Georgia,Austell,Georgia,United States,Operating,1978-03-31,Steel,Sit Down,Extreme,Schwarzkopf,,3253,80,,50,2,,2:33,
23,Riddler Revenge,Six Flags New England,Agawam,Massachusetts,United States,Operating,1997-05-24,Steel,Inverted,Extreme,Vekoma,SLC,2260.5,109.3,,49.7,5,,1:36,
0,Riddler's Revenge,Six Flags Magic Mountain,Valencia,California,United States,Operating,1998-04-04,Steel,Stand Up,Extreme,Bolliger & Mabillard,Stand-Up Coaster,4370,156,146,65,6,,3:00,4.2
1,Ride of Steel,Six Flags Darien Lake,Darien Center,New York,United States,Operating,1999-05-15,Steel,Sit Down,Extreme,Intamin Amusement Rides,Mega Coaster,5400,208,205,73,0,68,2:02,
2,Ridge Rider Mountain Coaster,Heavenly Mountain Resort,South Lake Tahoe,California,United States,Operating,2016,Steel,Sit Down,Thrill,Wiegand,Alpine Coaster,2772.3,,,,0,,,
3,River King Mine Train,Six Flags St. Louis,Eureka,Missouri,United States,Operating,1971-06,Steel,Sit Down,Thrill,Arrow Dynamics,Mine Train,2500,32,41,37,0,,3:00,
4,Road Runner Express,Six Flags Fiesta Texas,San Antonio,Texas,United States,Operating,1997-05,Steel,Sit Down,Thrill,Arrow Dynamics,Mine Train,2400,73,,,0,,2:24,
5,Roadrunner Express,Six Flags Discovery Kingdom,Vallejo,California,United States,Operating,1999,Steel,Sit Down,Family,Zamperla,Family Coaster,262.5,13,,,0,,,
6,Road Runner Express,Six Flags Magic Mountain,Valencia,California,United States,Operating,2011-05-28,Steel,Sit Down,Family,Vekoma,Junior Coaster,679.1,27.9,,21.7,0,,0:44,
7,Roadrunner Roller Coaster,Ocean Beach Park,New London,Connecticut,United States,Operating,2004,Steel,Sit Down,Kiddie,,,,,,,0,,,
8,Roar,Six Flags America,Upper Marlboro,Maryland,United States,Operating,1998-05-02,Wood,Sit Down,Extreme,Great Coasters International,Wooden Coasters,3468,94.6,85,50.5,0,,1:52,3.5
9,Roar-O-Saurus,Story Land,Glen,New Hampshire,United States,Operating,2014-05-24,Wood,Sit Down,Thrill,Gravitykraft Corporation,,1240,40,38,33,0,,,
10,Rock 'n' Roller Coaster,Walt Disney World - Disney's Hollywood Studios,Lake Buena Vista,Florida,United States,Operating,1999-07-29,Steel,Sit Down,Extreme,Vekoma,LSM Coaster,3267.7,80,,57,3,,1:22,5
11,Rocky Mountain Coaster,Copper Mountain,Frisco,Colorado,United States,Operating,2017-12,Steel,Sit Down,Thrill,Aquatic Development Group,,5800,,,,0,,,
12,Rocky Top Mountain Coaster,Rocky Top Mountain Coaster,Pigeon Forge,Tennessee,United States,Operating,2018-11-22,Steel,Sit Down,Thrill,Wiegand,Alpine Coaster,3690.9,,,,0,,,
13,Roller Coaster,Lagoon,Farmington,Utah,United States,Operating,1921,Wood,Sit Down,Thrill,,,2500,62,,45,0,,,
14,Roller Coaster,Fun Town at Micke Grove,Lodi,California,United States,Operating,1972,Steel,Sit Down,Kiddie,Miler Manufacturing,,,,,,0,,,
15,Roller Coaster,Playland Fresno,Fresno,California,United States,Operating,2002,Steel,Sit Down,Kiddie,Molina & Son's,Moli-Coaster (Low Park Model),,,,,0,,,
16,Roller Coaster,Paul Bunyan Land,Brainerd,Minnesota,United States,Operating,2004-05-29,Steel,Sit Down,Kiddie,Molina & Son's,,,,,,0,,,
17,Roller Coaster,Kiddieland,Pittsburg,Kansas,United States,Operating,1960,Steel,Sit Down,Kiddie,B. A. Schiff & Associates,,,,,,0,,,
18,Roller Coaster,Country Mercantile,Pasco,Washington,United States,Operating,2010,Steel,Sit Down,Family,E&F Miler Industries,Family Coaster,,,,,0,,,
19,Roller Coaster,Huck Finn's Playland,Albany,New York,United States,Operating,2015-06-18,Steel,Sit Down,Kiddie,Allan Herschell Company,Kiddie Coaster,,,,,0,,,
20,Roller Coaster,Greeley County Fairgrounds,Tribune,Kansas,United States,Operating,1980,Steel,Sit Down,Kiddie,Allan Herschell Company,Kiddie Coaster,,,,,0,,,
21,Roller Coaster,City Park,Pueblo,Colorado,United States,Operating,2007,Steel,Sit Down,Kiddie,Molina & Son's,,,,,,0,,,
22,Roller Coaster,Funland Amusement Park,Houghton Lake,Michigan,United States,SBNO,2018,Steel,Sit Down,Kiddie,Allan Herschell Company,Kiddie Coaster,,,,,0,,,
23,Roller Coaster,Sheridan County Fairgrounds,Hoxie,Kansas,United States,Operating,1981,Steel,Sit Down,Kiddie,Allan Herschell Company,Kiddie Coaster,,,,,0,,,
0,Roller Coaster,Wallace County Fairgrounds,Sharon Springs,Kansas,United States,Operating,1978,Steel,Sit Down,Kiddie,Allan Herschell Company,Kiddie Coaster,,,,,0,,,
1,Roller Coaster,Athens Lions Club Kiddie Carnival,Athens,Alabama,United States,Operating,1998,Steel,Sit Down,Kiddie,Williams Amusement Device Company,Kid-E-Coaster,,,,,0,,,
2,Roller Coaster,Howard’s Apples Farm Market,Chagrin Falls,Ohio,United States,Operating,2016,Steel,Sit Down,Family,Allan Herschell Company,Kiddie Coaster,,,,,0,,,
3,Roller Coaster,Captain Kid Amusement Park,Seaside,Oregon,United States,Operating,2020,Steel,Sit Down,Kiddie,B. A. Schiff & Associates,Kiddie Coaster,,,,,0,,,
4,Roller Coaster,Hovatter's Wildlife Zoo,Kingwood,West Virginia,United States,Operating,2018,Steel,Sit Down,Kiddie,Miler Manufacturing,,,,,,0,,,
5,Roller Coaster,Norton County Fair,Norton,Kansas,United States,Operating,2021,Steel,Sit Down,Kiddie,Allan Herschell Company,Kiddie Coaster,,,,,0,,,
6,Roller Skater,Kentucky Kingdom,Louisville,Kentucky,United States,Operating,1994,Steel,Sit Down,Kiddie,Vekoma,Junior Coaster,679.1,27.9,,21.7,0,,0:50,
7,Rollies Coaster,Morey's Piers,Wildwood,New Jersey,United States,Operating,1999,Steel,Sit Down,Thrill,Pinfari,Zyklon,,,,,0,,,
8,Rolling Thunder,Big Rivers Waterpark & Adventures,New Caney,Texas,United States,Under Construction,2022-03,Steel,Sit Down,Family,SBF Visa Group,Spinning Coasters,196.9,20.5,,,0,,,
9,Rollin' Thunder,Park at OWA,Foley,Alabama,United States,Operating,2017-07-21,Steel,Sit Down,Extreme,Zamperla,Thunderbolt,2234.3,114.8,,55.9,4,90,,4.3
10,Rollo Coaster,Idlewild & SoakZone,Ligonier,Pennsylvania,United States,Operating,1938,Wood,Sit Down,Family,"Philadelphia Toboggan Coasters, Inc.",,900,27,,,0,,,
11,Rougarou,Cedar Point,Sandusky,Ohio,United States,Operating,1996-05-11,Steel,Sit Down,Extreme,Bolliger & Mabillard,Stand-Up Coaster,3900,145,137,60,4,52,2:40,
12,Rowdy Bear Coaster,Rowdy Bear Mountain Adventure Park,Gatlinburg,Tennessee,United States,Operating,2017-06-09,Steel,Sit Down,Thrill,Wiegand,Alpine Coaster,,,,,0,,,
13,Rudicoaster,Santa's Land,Cherokee,North Carolina,United States,Operating,1989,Steel,Sit Down,Family,Zamperla,Powered Coaster,,,,,0,,,
14,Rudy's Rapid Transit,Santa's Village,Jefferson,New Hampshire,United States,Operating,1988,Steel,Sit Down,Family,Zierer,Tivoli,1181.1,26.3,,22.4,0,,,
15,Runaway,Branson Mountain Adventure Park,Branson,Missouri,United States,Operating,2016-08-12,Steel,Sit Down,Thrill,Aquatic Development Group,,4900,,,,0,,,
16,Run Away Mine Cars,Onesti's Wild West Town,Union,Illinois,United States,Operating,2010,Steel,Sit Down,Kiddie,Allan Herschell Company,Kiddie Coaster,,,,,0,,,
17,Runaway Mine Train,Six Flags Over Texas,Arlington,Texas,United States,Operating,1966-07-23,Steel,Sit Down,Thrill,Arrow Dynamics,Mine Train,2485,35,,,0,,3:00,
18,Runaway Mine Train,Six Flags Great Adventure,Jackson,New Jersey,United States,Operating,1974-07-04,Steel,Sit Down,Thrill,Arrow Dynamics,Mine Train,,60,39,38,0,,2:00,
19,Runaway Mine Train,Miner Mike's Adventure Town,Osage Beach,Missouri,United States,Operating,1994,Steel,Sit Down,Family,Zamperla,Powered Coaster,,,,,0,,,
20,Runaway Mountain,Six Flags Over Texas,Arlington,Texas,United States,Operating,1996,Steel,Sit Down,Thrill,Premier Rides,Standard Coaster,1500,65,,40,0,,,
21,Runaway Train,Fun Center at Paige's Crossing,Columbia City,Indiana,United States,Operating,2007-06-01,Steel,Sit Down,Family,Wisdom Rides,,,,,,0,,,
22,Runaway Train,Super Slide Amusement Park,Bismarck,North Dakota,United States,Operating,2009,Steel,Sit Down,Family,Wisdom Rides,Other,,,,,0,,,
23,Runaway Tram,Morey's Piers,Wildwood,New Jersey,United States,Operating,2019-08-09,Steel,Sit Down,Family,Zierer,Force,921.9,36.1,,28.6,0,,,
0,Rushmore Mountain Coaster,Rush Mountain Adventure Park ,Keystone,South Dakota,United States,Operating,2016,Steel,Sit Down,Thrill,Wiegand,Alpine Coaster,2477,,,,0,,,
1,Safari,Saunders County Fairgrounds,Wahoo,Nebraska,United States,Operating,2012,Steel,Sit Down,Kiddie,B. A. Schiff & Associates,,,,,,0,,,
2,Safari Coaster,All Star Adventures,Wichita,Kansas,United States,Operating,2005,Steel,Sit Down,Kiddie,Wisdom Rides,Miner Mike,,,,,0,,,
3,SandSerpent,Busch Gardens Tampa,Tampa,Florida,United States,Operating,2004-02,Steel,Sit Down,Thrill,Mack Rides GmbH & Co KG,Wilde Maus,1213.9,45.9,,28,0,,1:50,
4,Sand Storm,Joyland Amusement Park,Lubbock,Texas,United States,Operating,2019-09-14,Steel,Sit Down,Family,Cavazza Diego,Blizzard,721.8,24.6,,22.4,0,,,
5,Sandy’s Blasting Bronco,Nickelodeon Universe Theme Park,East Rutherford,New Jersey,United States,Operating,2020-10-01,Steel,Sit Down,Extreme,Intamin Amusement Rides,,1607.6,85.3,,47.8,4,,,
6,Santa Monica West Coaster,Pacific Park,Santa Monica,California,United States,Operating,1996-05-25,Steel,Sit Down,Family,"D.H. Morgan Manufacturing, Inc.",,1300,55,,35,0,,,
7,Santa's Runaway Sleigh,YesterLand Farm,Canton,Texas,United States,Operating,2009,Steel,Sit Down,Kiddie,Miler Manufacturing,,,,,,0,,,
8,Santa's Sleigh Coaster,Santa's Workshop,Wilmington,New York,United States,Operating,2003,Steel,Sit Down,Kiddie,Molina & Son's,,,,,,0,,,
9,Scaly Screamer,Highlands Outpost,Scaly Mountain,North Carolina,United States,Operating,2021-11,Steel,Sit Down,Thrill,Wiegand,Alpine Coaster,2667.3,,,,0,,,
10,Scorpion,Busch Gardens Tampa,Tampa,Florida,United States,Operating,1980-05-16,Steel,Sit Down,Extreme,Schwarzkopf,Silverarrow,1817.6,60.7,,41,1,,1:30,3.5
11,Scream!,Six Flags Magic Mountain,Valencia,California,United States,Operating,2003-04-12,Steel,Sit Down,Extreme,Bolliger & Mabillard,Floorless Coaster,3985,150,141,63,7,,3:00,
12,Screamin' Centipede,Tom Foolerys Adventure Park,Round Rock,Texas,United States,Operating,2020-11-12,Steel,Sit Down,Family,SBF Visa Group,Big Air Coaster,,,,,0,,,
13,Screamin Demon,Castle Park,Riverside,California,United States,Operating,2008,Steel,Sit Down,Thrill,Fabbri,Spinning Mouse,,32.8,,,0,,,2.5
14,Screamin' Eagle,Six Flags St. Louis,Eureka,Missouri,United States,Operating,1976-04-10,Wood,Sit Down,Extreme,"Philadelphia Toboggan Coasters, Inc.",,3872,110,92,62,0,,2:30,
15,Scream'n Eagle,Fun Spot America Atlanta,Fayetteville,Georgia,United States,Operating,2007-05,Steel,Sit Down,Thrill,E&F Miler Industries,Hi-Miler,900,38,,35,0,,,
16,Sea Dragon,Columbus Zoo and Aquarium,Powell,Ohio,United States,Operating,1956,Wood,Sit Down,Family,"Philadelphia Toboggan Coasters, Inc.",,1320,35,,,0,,1:30,
17,Sea Serpent,Morey's Piers,Wildwood,New Jersey,United States,Operating,1984,Steel,Sit Down,Extreme,Vekoma,Other,935,116.5,,47,3,,1:48,5.2
18,Sea Serpent,Keansburg Amusement Park,Keansburg,New Jersey,United States,Operating,1998,Steel,Sit Down,Family,E&F Miler Industries,Family Coaster,,,,,0,,,
19,Sea Serpent,Deno's Wonder Wheel Amusement Park,Brooklyn,New York,United States,Operating,1999,Steel,Sit Down,Family,E&F Miler Industries,Family Coaster,,,,,0,,,
20,Sea Serpent,Santa Cruz Beach Boardwalk,Santa Cruz,California,United States,Operating,2000,Steel,Sit Down,Family,E&F Miler Industries,Family Coaster,,,,,0,,,
21,Sea Serpent,Fun Spot America,Orlando,Florida,United States,Operating,2013,Steel,Sit Down,Family,E&F Miler Industries,Family Coaster,,,,,0,,,
22,Sea Serpent,Jolly Roger Amusement Park,Ocean City,Maryland,United States,Operating,2015,Steel,Sit Down,Kiddie,Miler Manufacturing,,,,,,0,,,
23,Sea Viper,Palace Playland,Old Orchard Beach,Maine,United States,Operating,2018-06-09,Steel,Sit Down,Thrill,Preston & Barbieri,Anaconda,1509.2,68.8,,41.1,0,,,
0,Serial Serpent,Funtimes Fun Park,Alliance,Ohio,United States,Operating,2021-07-29,Steel,Sit Down,Family,E&F Miler Industries,Family Coaster,,,,15.7,0,,,
1,Serpent,Kokomo's Family Fun Center,Saginaw,Michigan,United States,Operating,2009-04-25,Steel,Sit Down,Thrill,S.D.C.,Galaxi,1919,45,,,0,,1:50,
2,Seven Dwarfs Mine Train,Walt Disney World - Magic Kingdom,Lake Buena Vista,Florida,United States,Operating,2014-05-28,Steel,Sit Down,Family,Vekoma,Custom Designed Family Coaster,2001.3,,41,34,0,,,
3,SheiKra,Busch Gardens Tampa,Tampa,Florida,United States,Operating,2005-05-21,Steel,Sit Down,Extreme,Bolliger & Mabillard,Dive Coaster,3188,200,,70,1,90,2:20,
4,Shivering Timbers,Michigan's Adventure,Muskegon,Michigan,United States,Operating,1998,Wood,Sit Down,Extreme,"Custom Coasters International, Inc.",,5383,122,,57,0,53.3,2:30,
5,Shock Wave,Six Flags Over Texas,Arlington,Texas,United States,Operating,1978-04-22,Steel,Sit Down,Extreme,Schwarzkopf,,3600,116,,60,2,,2:00,
6,Shredder,Nickelodeon Universe Theme Park,East Rutherford,New Jersey,United States,Operating,2019-11-02,Steel,Sit Down,Thrill,Gerstlauer Amusement Rides GmbH,Spinning Coaster,2247,85,,36,0,,,
7,Sidewinder,Hersheypark,Hershey,Pennsylvania,United States,Operating,1991-05-11,Steel,Sit Down,Extreme,Vekoma,Other,935,116.5,,47,3,,1:48,5.2
8,Sidewinder,Elitch Gardens,Denver,Colorado,United States,Operating,1995-05-27,Steel,Sit Down,Extreme,Arrow Dynamics,Launched Loop,635,56,47,45,1,,1:06,4
9,Sidewinder Safari,Six Flags Discovery Kingdom,Vallejo,California,United States,Under Construction,2022,Steel,Sit Down,Thrill,Zamperla,Twister Coaster,1378,42.7,,29.1,0,,,2.5
10,Sierra Sidewinder,Knott's Berry Farm,Buena Park,California,United States,Operating,2007-05-26,Steel,Sit Down,Thrill,Mack Rides GmbH & Co KG,Spinning Coaster,1505.9,64,41,36.9,0,34,1:56,3.3
11,Silver Bullet,Frontier City,Oklahoma City,Oklahoma,United States,Operating,1986-07-18,Steel,Sit Down,Extreme,Schwarzkopf,Looping Star,1942,80,,47.8,1,,,
12,Silver Bullet,Knott's Berry Farm,Buena Park,California,United States,Operating,2004-12-07,Steel,Inverted,Extreme,Bolliger & Mabillard,Inverted Coaster,3125,146,109,55,6,,2:30,
13,Silver Comet,Niagara Amusement Park & Splash World,Grand Island,New York,United States,SBNO,2020,Wood,Sit Down,Thrill,"Custom Coasters International, Inc.",,2800,,82,50,0,50,1:45,
14,Ski Mountain Coaster,Ober Gatlinburg,Gatlinburg,Tennessee,United States,Operating,2015-08-31,Steel,Sit Down,Thrill,Aquatic Development Group,,2750,,,25,0,,,
15,Skull Mountain,Six Flags Great Adventure,Jackson,New Jersey,United States,Operating,1996-06-03,Steel,Sit Down,Family,Intamin Amusement Rides,Other,1377,40.5,37,33,0,,1:24,
16,Skyflyer,Deno's Wonder Wheel Amusement Park,Brooklyn,New York,United States,Operating,2021,Steel,Sit Down,Kiddie,SBF Visa Group,Micro Coaster (MX615),91.9,,,,0,,,
17,Skyflyer,Cotaland,Austin,Texas,United States,Operating,2020-11-27,Steel,Sit Down,Kiddie,SBF Visa Group,Micro Coaster (MX615),91.9,,,,0,,,
18,Sky High Mountain Coaster,Holiday Valley,Ellicottville,New York,United States,Operating,2012,Steel,Sit Down,Thrill,Wiegand,Alpine Coaster,2952.8,,,,0,,,
19,Skyliner,Lakemont Park,Altoona,Pennsylvania,United States,Operating,1987,Wood,Sit Down,Thrill,"Philadelphia Toboggan Coasters, Inc.",,2400,60,45,,0,,,
20,Sky Rangers,Tom Foolerys Adventure Park,Wisconsin Dells,Wisconsin,United States,Operating,2018,Steel,Sit Down,Kiddie,SBF Visa Group,Micro Coaster (MX615),91.9,,,,0,,,
21,Sky Rocket,Kennywood,West Mifflin,Pennsylvania,United States,Operating,2010-06-29,Steel,Sit Down,Extreme,Premier Rides,Sky Rocket,2100,95,,50,3,90,1:05,
22,Skyrush,Hersheypark,Hershey,Pennsylvania,United States,Operating,2012-05-26,Steel,Sit Down,Extreme,Intamin Amusement Rides,Wing Coaster,3600,200,,75,0,85,,
23,Slingshot,Camden Park,Huntington,West Virginia,United States,Operating,2016-05-28,Steel,Sit Down,Family,SBF Visa Group,MX608 Park Model,190,14,,,0,,,
0,Slinky Dog Dash,Walt Disney World - Disney's Hollywood Studios,Lake Buena Vista,Florida,United States,Operating,2018-06-30,Steel,Sit Down,Family,Mack Rides GmbH & Co KG,,,,,,0,,,
1,Soarin' Eagle,Luna Park,Brooklyn,New York,United States,Operating,2011-04,Steel,Flying,Extreme,Zamperla,Volare,1282.8,50,,25.7,2,,0:48,3.3
